Symbol,Pattern,Detected,In_Formation,Score,Confidence,Breakout_Level,Stop_Loss,Target_1,Risk_Reward,Gap_To_Break_%,Pole_Return_%,Pole_Bars,Consol_Bars,Vol_Pole_Surge,Vol_Consol_Avg_OK,Vol_Trend_Decline,Vol_All_3_OK,Breakout_Vol_Watch,Weekly_Confirmed,Notes,Narrative
GODREJCP.NS,Ascending Triangle,True,True,70.0,HIGH,1052.43,1020.0,1129.47,2.38,1.72,0.0,0,25,True,True,True,True,1887797,False,Flat resistance (±0.9%) ✓ | 6 touches of resistance ✓ | Price near resistance (1.7% away) ✓ | Volume contracting ✓ | Vol declining trend ✓,"[1. PRIOR TREND] This is a Ascending Triangle. Open your chart and confirm there was a meaningful uptrend before the pattern started forming.  //  [2. TRIANGLE] From 22-May-2026 to 25-Jun-2026 (25 sessions): flat resistance around ₹1056.8 tested multiple times at 15-May-2026, 29-May-2026, 15-Jun-2026. Swing lows at 22-may-2026, 03-jun-2026, 19-jun-2026 — price bouncing at higher levels each time. On the chart draw a horizontal line at ₹1052.4 — this is the resistance buyers keep hitting. The lows should form a rising line. Buyers are accumulating.  //  [3. VOLUME CHECK] During the consolidation (22-May-2026–25-Jun-2026): average volume was 1,316,224 shares/day — 68% of the pole's average (✓ contracted as Murphy requires).   //      Volume was also trending DOWN within the consolidation (slope: -57,389 shares/day). On the chart the volume bars should visibly shrink from left to right across the 22-May-2026–25-Jun-2026 period. This is exactly what Murphy describes.  //  [4. STATUS — IN FORMATION] As of 25-Jun-2026: price has NOT yet broken out. Breakout level to watch: ₹1052.4. Price needs to close above this level on volume above 1,887,797 shares (1.5× 20-day avg) to confirm the breakout.  //  [5. TRADE PLAN] Entry: buy on a closing breakout above ₹1052.4. Stop-loss: ₹1020.0 (below pattern low). Target: ₹1129.5 (pole-length projected from breakout). Do NOT enter if the breakout bar volume is below 1,887,797 shares — that is a false breakout signal.  //  [6. WEEKLY CHART ⚠] weekly trend is FLAT/DOWN (EMA20 slope -0.453%/wk). Check the weekly chart before trading — daily pattern is present but weekly context is not ideal.  //  [7. WHAT TO WATCH FOR] Wait for a CLOSING candle above ₹1052.4 on volume above 1,887,797 shares. Do NOT enter intraday — only a day-end close above this level counts. Until that happens, this is a watch-only setup.  Valid until 09-Nov-2026 (96 trading day(s) remaining).  Murphy rule: triangle must break out before 3/4 of the distance to apex. Estimated apex in ~161 bars from triangle start — 3/4 mark = 121 bars. Pattern has used 25 bars, 96 trading day(s) remaining from today.  You have time, but do not get complacent. If price has not broken out by 09-Nov-2026, the pattern is invalid — remove it from your watchlist regardless of how good it looks."
ELGIEQUIP.NS,Ascending Triangle,True,True,68.0,MEDIUM,628.08,600.0,748.17,4.28,3.98,0.0,0,29,True,False,True,False,1241734,True,Near-flat resistance (±2.4%) | Rising swing lows ✓ | 7 touches of resistance ✓ | Vol declining trend ✓,"[1. PRIOR TREND] This is a Ascending Triangle. Open your chart and confirm there was a meaningful uptrend before the pattern started forming.  //  [2. TRIANGLE] From 18-May-2026 to 25-Jun-2026 (29 sessions): flat resistance around ₹633.8 tested multiple times at 29-May-2026, 05-Jun-2026, 15-Jun-2026. Swing lows at 18-may-2026, 18-jun-2026 — price bouncing at higher levels each time. On the chart draw a horizontal line at ₹628.1 — this is the resistance buyers keep hitting. The lows should form a rising line. Buyers are accumulating.  //  [3. VOLUME CHECK] During the consolidation (18-May-2026–25-Jun-2026): average volume was 719,730 shares/day — 226% of the pole's average (⚠ not contracted enough).   //      Volume was also trending DOWN within the consolidation (slope: -22,233 shares/day). On the chart the volume bars should visibly shrink from left to right across the 18-May-2026–25-Jun-2026 period. This is exactly what Murphy describes.  //  [4. STATUS — IN FORMATION] As of 25-Jun-2026: price has NOT yet broken out. Breakout level to watch: ₹628.1. Price needs to close above this level on volume above 1,241,734 shares (1.5× 20-day avg) to confirm the breakout.  //  [5. TRADE PLAN] Entry: buy on a closing breakout above ₹628.1. Stop-loss: ₹600.0 (below pattern low). Target: ₹748.2 (pole-length projected from breakout). Do NOT enter if the breakout bar volume is below 1,241,734 shares — that is a false breakout signal.  //  [6. WEEKLY CHART ✓] Weekly trend is UP (EMA20 slope +1.244%/week) and weekly volume is contracting (0.73× 8-week average). The daily pattern is aligned with the bigger trend — stronger setup.  //  [7. WHAT TO WATCH FOR] Wait for a CLOSING candle above ₹628.1 on volume above 1,241,734 shares. Do NOT enter intraday — only a day-end close above this level counts. Until that happens, this is a watch-only setup.  Valid until 12-Aug-2026 (33 trading day(s) remaining).  Murphy rule: triangle must break out before 3/4 of the distance to apex. Estimated apex in ~82 bars from triangle start — 3/4 mark = 62 bars. Pattern has used 29 bars, 33 trading day(s) remaining from today.  You have time, but do not get complacent. If price has not broken out by 12-Aug-2026, the pattern is invalid — remove it from your watchlist regardless of how good it looks."
AFCONS.NS,Bull Flag,True,True,65.0,MEDIUM,337.1,311.1,386.4,1.9,5.56,9.9,14,10,True,True,True,True,2993508,False,Pole +9.9% | Downward-sloping channel ✓ | Parallel channel ✓ | Deep retracement 63.6% ✗ | Duration 10d (ideal) ✓ | Pole vol surge 1.66x ✓ | Vol declining in flag ✓,"[1. POLE] From 22-May-2026 to 10-Jun-2026 (14 sessions): price moved from ₹300.2 to ₹330.0 (+9.9%). Open your chart and verify this was a sharp, near-vertical move.   //      Volume during this pole averaged 2,738,889 shares/day — 1.7x higher than the 20 sessions before it. You should see clearly taller volume bars during 22-May-2026–10-Jun-2026.  //  [2. FLAG] From 11-Jun-2026 to 25-Jun-2026 (11 sessions): price consolidated between ₹311.1 and ₹337.1. On the chart you should see a tight downward-drifting channel — both the highs and lows making slightly lower values each day. The channel should look parallel (upper and lower boundary nearly same angle).  //      Retracement of the pole: 63.6% (Murphy ideal: 25–50%). ⚠ Deeper than ideal — reduces pattern quality.  //  [3. VOLUME CHECK] During the consolidation (11-Jun-2026–25-Jun-2026): average volume was 584,319 shares/day — 21% of the pole's average (✓ contracted as Murphy requires).   //      Volume was also trending DOWN within the consolidation (slope: -61,972 shares/day). On the chart the volume bars should visibly shrink from left to right across the 11-Jun-2026–25-Jun-2026 period. This is exactly what Murphy describes.  //  [4. STATUS — IN FORMATION] As of 25-Jun-2026: price has NOT yet broken out. Breakout level to watch: ₹337.1. Price needs to close above this level on volume above 2,993,508 shares (1.5× 20-day avg) to confirm the breakout.  //  [5. TRADE PLAN] Entry: buy on a closing breakout above ₹337.1. Stop-loss: ₹311.1 (below pattern low). Target: ₹386.4 (pole-length projected from breakout). Do NOT enter if the breakout bar volume is below 2,993,508 shares — that is a false breakout signal.  //  [6. WEEKLY CHART ⚠] weekly trend is FLAT/DOWN (EMA20 slope -0.241%/wk). Check the weekly chart before trading — daily pattern is present but weekly context is not ideal.  //  [7. WHAT TO WATCH FOR] Wait for a CLOSING candle above ₹337.1 on volume above 2,993,508 shares. Do NOT enter intraday — only a day-end close above this level counts. Until that happens, this is a watch-only setup.  ⚠ EXPIRING SOON — 0 trading day(s) left (by 29-Jun-2026).  Murphy rule: flag/pennant must break out within 2/3 of pole duration (14 bars × 2/3 = 10 max consolidation bars). Pattern has used 10 of 10 allowed bars — 0 trading day(s) remaining from today.  Pattern validity is running out fast. If price does not close above ₹337.1 on volume above 2,993,508 shares by 29-Jun-2026, remove this stock from your watchlist immediately — the setup will have failed and a breakdown is more likely than a breakout."
GMRAIRPORT.NS,Bull Flag,True,True,65.0,MEDIUM,111.15,106.37,126.18,3.14,2.5,11.4,12,5,False,False,False,False,43599608,False,Pole +11.4% | Downward-sloping channel ✓ | Parallel channel ✓ | Retracement 26.4% (ideal) ✓,"[1. POLE] From 02-Jun-2026 to 17-Jun-2026 (12 sessions): price moved from ₹98.1 to ₹109.3 (+11.4%). Open your chart and verify this was a sharp, near-vertical move.   //      ⚠ Volume on the pole was NOT significantly above average (1.2x pre-pole). Murphy requires a surge — treat this pole as weaker.  //  [2. FLAG] From 18-Jun-2026 to 25-Jun-2026 (6 sessions): price consolidated between ₹106.4 and ₹111.2. On the chart you should see a tight downward-drifting channel — both the highs and lows making slightly lower values each day. The channel should look parallel (upper and lower boundary nearly same angle).  //      Retracement of the pole: 26.4% (Murphy ideal: 25–50%). Good — shallow pullback.  //  [3. VOLUME CHECK] During the consolidation (18-Jun-2026–25-Jun-2026): average volume was 24,667,112 shares/day — 103% of the pole's average (⚠ not contracted enough).   //      ⚠ Volume within consolidation was NOT clearly declining (slope: +5,068,448 shares/day). Check the chart manually — if volume bars are erratic or rising, the pattern is weaker.  //  [4. STATUS — IN FORMATION] As of 25-Jun-2026: price has NOT yet broken out. Breakout level to watch: ₹111.2. Price needs to close above this level on volume above 43,599,608 shares (1.5× 20-day avg) to confirm the breakout.  //  [5. TRADE PLAN] Entry: buy on a closing breakout above ₹111.2. Stop-loss: ₹106.4 (below pattern low). Target: ₹126.2 (pole-length projected from breakout). Do NOT enter if the breakout bar volume is below 43,599,608 shares — that is a false breakout signal.  //  [6. WEEKLY CHART ⚠] weekly volume is NOT contracting (1.19× 8-week avg). Check the weekly chart before trading — daily pattern is present but weekly context is not ideal.  //  [7. WHAT TO WATCH FOR] Wait for a CLOSING candle above ₹111.2 on volume above 43,599,608 shares. Do NOT enter intraday — only a day-end close above this level counts. Until that happens, this is a watch-only setup.  Valid until 01-Jul-2026 (3 trading day(s) remaining).  Murphy rule: flag/pennant must break out within 2/3 of pole duration (12 bars × 2/3 = 8 max consolidation bars). Pattern has used 5 of 8 allowed bars — 3 trading day(s) remaining from today.  You have time, but do not get complacent. If price has not broken out by 01-Jul-2026, the pattern is invalid — remove it from your watchlist regardless of how good it looks."
IFCI.NS,Pennant,True,True,65.0,MEDIUM,95.8,70.01,118.64,0.89,24.42,18.3,14,10,True,False,True,False,197931917,True,Strong pole +18.3% ✓ | Converging trendlines ✓ | Pole vol surge 3.36x ✓ | Vol declining in pennant ✓,"[1. POLE] From 22-May-2026 to 10-Jun-2026 (14 sessions): price moved from ₹60.7 to ₹71.8 (+18.3%). Open your chart and verify this was a sharp, near-vertical move.   //      Volume during this pole averaged 76,148,368 shares/day — 3.4x higher than the 20 sessions before it. You should see clearly taller volume bars during 22-May-2026–10-Jun-2026.  //  [2. PENNANT] From 11-Jun-2026 to 25-Jun-2026 (11 sessions): price compressed between ₹70.0 and ₹95.8. On the chart look for a small triangle shape — the highs should be falling and the lows rising, converging toward a point (apex). This should look smaller and tighter than the pole.  //  [3. VOLUME CHECK] During the consolidation (11-Jun-2026–25-Jun-2026): average volume was 155,521,839 shares/day — 204% of the pole's average (⚠ not contracted enough).   //      Volume was also trending DOWN within the consolidation (slope: -15,589,351 shares/day). On the chart the volume bars should visibly shrink from left to right across the 11-Jun-2026–25-Jun-2026 period. This is exactly what Murphy describes.  //  [4. STATUS — IN FORMATION] As of 25-Jun-2026: price has NOT yet broken out. Breakout level to watch: ₹95.8. Price needs to close above this level on volume above 197,931,917 shares (1.5× 20-day avg) to confirm the breakout.  //  [5. TRADE PLAN] Entry: buy on a closing breakout above ₹95.8. Stop-loss: ₹70.0 (below pattern low). Target: ₹118.6 (pole-length projected from breakout). Do NOT enter if the breakout bar volume is below 197,931,917 shares — that is a false breakout signal.  //  [6. WEEKLY CHART ✓] Weekly trend is UP (EMA20 slope +2.951%/week) and weekly volume is contracting (0.63× 8-week average). The daily pattern is aligned with the bigger trend — stronger setup.  //  [7. WHAT TO WATCH FOR] Wait for a CLOSING candle above ₹95.8 on volume above 197,931,917 shares. Do NOT enter intraday — only a day-end close above this level counts. Until that happens, this is a watch-only setup.  ⚠ EXPIRING SOON — 0 trading day(s) left (by 29-Jun-2026).  Murphy rule: flag/pennant must break out within 2/3 of pole duration (14 bars × 2/3 = 10 max consolidation bars). Pattern has used 10 of 10 allowed bars — 0 trading day(s) remaining from today.  Pattern validity is running out fast. If price does not close above ₹95.8 on volume above 197,931,917 shares by 29-Jun-2026, remove this stock from your watchlist immediately — the setup will have failed and a breakdown is more likely than a breakout."
CARTRADE.NS,Pennant,True,True,65.0,MEDIUM,2742.0,2384.0,3536.9,2.22,1.77,38.5,15,5,True,False,True,False,2641240,True,Strong pole +38.5% ✓ | Converging trendlines ✓ | Pole vol surge 1.96x ✓ | Vol declining in pennant ✓,"[1. POLE] From 27-May-2026 to 16-Jun-2026 (15 sessions): price moved from ₹1721.6 to ₹2383.8 (+38.5%). Open your chart and verify this was a sharp, near-vertical move.   //      Volume during this pole averaged 1,518,333 shares/day — 2.0x higher than the 20 sessions before it. You should see clearly taller volume bars during 27-May-2026–16-Jun-2026.  //  [2. PENNANT] From 17-Jun-2026 to 24-Jun-2026 (6 sessions): price compressed between ₹2384.0 and ₹2742.0. On the chart look for a small triangle shape — the highs should be falling and the lows rising, converging toward a point (apex). This should look smaller and tighter than the pole.  //  [3. VOLUME CHECK] During the consolidation (17-Jun-2026–24-Jun-2026): average volume was 2,080,519 shares/day — 137% of the pole's average (⚠ not contracted enough).   //      Volume was also trending DOWN within the consolidation (slope: -1,101,086 shares/day). On the chart the volume bars should visibly shrink from left to right across the 17-Jun-2026–24-Jun-2026 period. This is exactly what Murphy describes.  //  [4. STATUS — IN FORMATION] As of 24-Jun-2026: price has NOT yet broken out. Breakout level to watch: ₹2742.0. Price needs to close above this level on volume above 2,641,240 shares (1.5× 20-day avg) to confirm the breakout.  //  [5. TRADE PLAN] Entry: buy on a closing breakout above ₹2742.0. Stop-loss: ₹2384.0 (below pattern low). Target: ₹3536.9 (pole-length projected from breakout). Do NOT enter if the breakout bar volume is below 2,641,240 shares — that is a false breakout signal.  //  [6. WEEKLY CHART ✓] Weekly trend is UP (EMA20 slope +2.418%/week) and weekly volume is contracting (0.64× 8-week average). The daily pattern is aligned with the bigger trend — stronger setup.  //  [7. WHAT TO WATCH FOR] Wait for a CLOSING candle above ₹2742.0 on volume above 2,641,240 shares. Do NOT enter intraday — only a day-end close above this level counts. Until that happens, this is a watch-only setup.  Valid until 03-Jul-2026 (5 trading day(s) remaining).  Murphy rule: flag/pennant must break out within 2/3 of pole duration (15 bars × 2/3 = 10 max consolidation bars). Pattern has used 5 of 10 allowed bars — 5 trading day(s) remaining from today.  You have time, but do not get complacent. If price has not broken out by 03-Jul-2026, the pattern is invalid — remove it from your watchlist regardless of how good it looks."
INDIACEM.NS,Symmetrical Triangle,True,True,65.0,MEDIUM,401.05,373.6,436.9,1.31,4.48,0.0,0,20,True,True,False,False,372816,False,Descending swing highs ✓ | Ascending swing lows ✓ | Duration 20d (Murphy ideal) ✓ | Volume contracted in triangle ✓,"[1. PRIOR TREND] This is a Symmetrical Triangle. Open your chart and confirm there was a meaningful uptrend before the pattern started forming.  //  [2. TRIANGLE] From 22-May-2026 to 19-Jun-2026 (21 sessions): pattern formed with swing highs at 22-May-2026, 15-Jun-2026 and swing lows at 08-Jun-2026, 19-Jun-2026. On the chart draw a line connecting the swing highs (should slope down) and another connecting the swing lows (should slope up). They should converge toward each other — forming a symmetric triangle. Upper boundary is the resistance, lower is support.  //  [3. VOLUME CHECK] During the consolidation (22-May-2026–19-Jun-2026): average volume was 162,140 shares/day — 9% of the pole's average (✓ contracted as Murphy requires).   //      ⚠ Volume within consolidation was NOT clearly declining (slope: -188 shares/day). Check the chart manually — if volume bars are erratic or rising, the pattern is weaker.  //  [4. STATUS — IN FORMATION] As of 19-Jun-2026: price has NOT yet broken out. Breakout level to watch: ₹401.0. Price needs to close above this level on volume above 372,816 shares (1.5× 20-day avg) to confirm the breakout.  //  [5. TRADE PLAN] Entry: buy on a closing breakout above ₹401.0. Stop-loss: ₹373.6 (below pattern low). Target: ₹436.9 (pole-length projected from breakout). Do NOT enter if the breakout bar volume is below 372,816 shares — that is a false breakout signal.  //  [6. WEEKLY CHART ⚠] weekly trend is FLAT/DOWN (EMA20 slope -0.358%/wk); weekly volume is NOT contracting (2.97× 8-week avg). Check the weekly chart before trading — daily pattern is present but weekly context is not ideal.  //  [7. WHAT TO WATCH FOR] Wait for a CLOSING candle above ₹401.0 on volume above 372,816 shares. Do NOT enter intraday — only a day-end close above this level counts. Until that happens, this is a watch-only setup.  Valid until 30-Oct-2028 (611 trading day(s) remaining).  Murphy rule: triangle must break out before 3/4 of the distance to apex. Estimated apex in ~842 bars from triangle start — 3/4 mark = 632 bars. Pattern has used 21 bars, 611 trading day(s) remaining from today.  You have time, but do not get complacent. If price has not broken out by 30-Oct-2028, the pattern is invalid — remove it from your watchlist regardless of how good it looks."
DIXON.NS,Bull Flag,True,True,65.0,MEDIUM,12930.0,11716.0,14067.0,0.94,7.63,9.0,10,6,False,False,True,False,828231,True,Pole +9.0% | Sharp pole (10d) ✓ | Downward-sloping channel ✓ | Parallel channel ✓ | Vol declining in flag ✓,"[1. POLE] From 03-Jun-2026 to 16-Jun-2026 (10 sessions): price moved from ₹11227.0 to ₹12235.0 (+9.0%). Open your chart and verify this was a sharp, near-vertical move.   //      ⚠ Volume on the pole was NOT significantly above average (0.8x pre-pole). Murphy requires a surge — treat this pole as weaker.  //  [2. FLAG] From 17-Jun-2026 to 25-Jun-2026 (7 sessions): price consolidated between ₹11716.0 and ₹12930.0. On the chart you should see a tight downward-drifting channel — both the highs and lows making slightly lower values each day. The channel should look parallel (upper and lower boundary nearly same angle).  //      Retracement of the pole: 51.5% (Murphy ideal: 25–50%). ⚠ Deeper than ideal — reduces pattern quality.  //  [3. VOLUME CHECK] During the consolidation (17-Jun-2026–25-Jun-2026): average volume was 678,453 shares/day — 131% of the pole's average (⚠ not contracted enough).   //      Volume was also trending DOWN within the consolidation (slope: -127,093 shares/day). On the chart the volume bars should visibly shrink from left to right across the 17-Jun-2026–25-Jun-2026 period. This is exactly what Murphy describes.  //  [4. STATUS — IN FORMATION] As of 25-Jun-2026: price has NOT yet broken out. Breakout level to watch: ₹12930.0. Price needs to close above this level on volume above 828,231 shares (1.5× 20-day avg) to confirm the breakout.  //  [5. TRADE PLAN] Entry: buy on a closing breakout above ₹12930.0. Stop-loss: ₹11716.0 (below pattern low). Target: ₹14067.0 (pole-length projected from breakout). Do NOT enter if the breakout bar volume is below 828,231 shares — that is a false breakout signal.  //  [6. WEEKLY CHART ✓] Weekly trend is UP (EMA20 slope +0.650%/week) and weekly volume is contracting (0.81× 8-week average). The daily pattern is aligned with the bigger trend — stronger setup.  //  [7. WHAT TO WATCH FOR] Wait for a CLOSING candle above ₹12930.0 on volume above 828,231 shares. Do NOT enter intraday — only a day-end close above this level counts. Until that happens, this is a watch-only setup.  ⚠ EXPIRING SOON — 1 trading day(s) left (by 29-Jun-2026).  Murphy rule: flag/pennant must break out within 2/3 of pole duration (10 bars × 2/3 = 7 max consolidation bars). Pattern has used 6 of 7 allowed bars — 1 trading day(s) remaining from today.  Pattern validity is running out fast. If price does not close above ₹12930.0 on volume above 828,231 shares by 29-Jun-2026, remove this stock from your watchlist immediately — the setup will have failed and a breakdown is more likely than a breakout."
PVRINOX.NS,Symmetrical Triangle,True,True,65.0,MEDIUM,999.5,938.25,1065.57,1.08,1.33,0.0,0,19,True,True,False,False,282904,False,Descending swing highs ✓ | Ascending swing lows ✓ | Duration 19d (Murphy ideal) ✓ | Volume contracted in triangle ✓,"[1. PRIOR TREND] This is a Symmetrical Triangle. Open your chart and confirm there was a meaningful uptrend before the pattern started forming.  //  [2. TRIANGLE] From 25-May-2026 to 19-Jun-2026 (20 sessions): pattern formed with swing highs at 25-May-2026, 05-Jun-2026 and swing lows at 11-Jun-2026, 19-Jun-2026. On the chart draw a line connecting the swing highs (should slope down) and another connecting the swing lows (should slope up). They should converge toward each other — forming a symmetric triangle. Upper boundary is the resistance, lower is support.  //  [3. VOLUME CHECK] During the consolidation (25-May-2026–19-Jun-2026): average volume was 173,972 shares/day — 48% of the pole's average (✓ contracted as Murphy requires).   //      ⚠ Volume within consolidation was NOT clearly declining (slope: +2,812 shares/day). Check the chart manually — if volume bars are erratic or rising, the pattern is weaker.  //  [4. STATUS — IN FORMATION] As of 19-Jun-2026: price has NOT yet broken out. Breakout level to watch: ₹999.5. Price needs to close above this level on volume above 282,904 shares (1.5× 20-day avg) to confirm the breakout.  //  [5. TRADE PLAN] Entry: buy on a closing breakout above ₹999.5. Stop-loss: ₹938.2 (below pattern low). Target: ₹1065.6 (pole-length projected from breakout). Do NOT enter if the breakout bar volume is below 282,904 shares — that is a false breakout signal.  //  [6. WEEKLY CHART ⚠] weekly trend is FLAT/DOWN (EMA20 slope -0.373%/wk). Check the weekly chart before trading — daily pattern is present but weekly context is not ideal.  //  [7. WHAT TO WATCH FOR] Wait for a CLOSING candle above ₹999.5 on volume above 282,904 shares. Do NOT enter intraday — only a day-end close above this level counts. Until that happens, this is a watch-only setup.  Valid until 11-Jan-2027 (141 trading day(s) remaining).  Murphy rule: triangle must break out before 3/4 of the distance to apex. Estimated apex in ~214 bars from triangle start — 3/4 mark = 161 bars. Pattern has used 20 bars, 141 trading day(s) remaining from today.  You have time, but do not get complacent. If price has not broken out by 11-Jan-2027, the pattern is invalid — remove it from your watchlist regardless of how good it looks."
EMMVEE.NS,Pennant,True,True,63.0,MEDIUM,352.0,320.05,442.45,2.83,4.37,26.5,15,10,False,True,False,False,6214624,True,Strong pole +26.5% ✓ | Converging trendlines ✓,"[1. POLE] From 21-May-2026 to 10-Jun-2026 (15 sessions): price moved from ₹261.2 to ₹330.4 (+26.5%). Open your chart and verify this was a sharp, near-vertical move.   //      ⚠ Volume on the pole was NOT significantly above average (0.9x pre-pole). Murphy requires a surge — treat this pole as weaker.  //  [2. PENNANT] From 11-Jun-2026 to 25-Jun-2026 (11 sessions): price compressed between ₹320.0 and ₹352.0. On the chart look for a small triangle shape — the highs should be falling and the lows rising, converging toward a point (apex). This should look smaller and tighter than the pole.  //  [3. VOLUME CHECK] During the consolidation (11-Jun-2026–25-Jun-2026): average volume was 2,883,293 shares/day — 53% of the pole's average (✓ contracted as Murphy requires).   //      ⚠ Volume within consolidation was NOT clearly declining (slope: -80,753 shares/day). Check the chart manually — if volume bars are erratic or rising, the pattern is weaker.  //  [4. STATUS — IN FORMATION] As of 25-Jun-2026: price has NOT yet broken out. Breakout level to watch: ₹352.0. Price needs to close above this level on volume above 6,214,624 shares (1.5× 20-day avg) to confirm the breakout.  //  [5. TRADE PLAN] Entry: buy on a closing breakout above ₹352.0. Stop-loss: ₹320.0 (below pattern low). Target: ₹442.4 (pole-length projected from breakout). Do NOT enter if the breakout bar volume is below 6,214,624 shares — that is a false breakout signal.  //  [6. WEEKLY CHART ✓] Weekly trend is UP (EMA20 slope +2.814%/week) and weekly volume is contracting (0.63× 8-week average). The daily pattern is aligned with the bigger trend — stronger setup.  //  [7. WHAT TO WATCH FOR] Wait for a CLOSING candle above ₹352.0 on volume above 6,214,624 shares. Do NOT enter intraday — only a day-end close above this level counts. Until that happens, this is a watch-only setup.  ⚠ EXPIRING SOON — 0 trading day(s) left (by 29-Jun-2026).  Murphy rule: flag/pennant must break out within 2/3 of pole duration (15 bars × 2/3 = 10 max consolidation bars). Pattern has used 10 of 10 allowed bars — 0 trading day(s) remaining from today.  Pattern validity is running out fast. If price does not close above ₹352.0 on volume above 6,214,624 shares by 29-Jun-2026, remove this stock from your watchlist immediately — the setup will have failed and a breakdown is more likely than a breakout."
JUBLFOOD.NS,Symmetrical Triangle,True,True,60.0,MEDIUM,434.0,416.05,476.43,2.36,2.55,0.0,0,23,True,False,True,False,7190324,False,Descending swing highs ✓ | Ascending swing lows ✓ | Duration 23d (Murphy ideal) ✓ | Vol declining trend ✓,"[1. PRIOR TREND] This is a Symmetrical Triangle. Open your chart and confirm there was a meaningful uptrend before the pattern started forming.  //  [2. TRIANGLE] From 19-May-2026 to 19-Jun-2026 (24 sessions): pattern formed with swing highs at 19-May-2026, 15-Jun-2026 and swing lows at 12-Jun-2026, 19-Jun-2026. On the chart draw a line connecting the swing highs (should slope down) and another connecting the swing lows (should slope up). They should converge toward each other — forming a symmetric triangle. Upper boundary is the resistance, lower is support.  //  [3. VOLUME CHECK] During the consolidation (19-May-2026–19-Jun-2026): average volume was 5,235,106 shares/day — 274% of the pole's average (⚠ not contracted enough).   //      Volume was also trending DOWN within the consolidation (slope: -284,120 shares/day). On the chart the volume bars should visibly shrink from left to right across the 19-May-2026–19-Jun-2026 period. This is exactly what Murphy describes.  //  [4. STATUS — IN FORMATION] As of 19-Jun-2026: price has NOT yet broken out. Breakout level to watch: ₹434.0. Price needs to close above this level on volume above 7,190,324 shares (1.5× 20-day avg) to confirm the breakout.  //  [5. TRADE PLAN] Entry: buy on a closing breakout above ₹434.0. Stop-loss: ₹416.0 (below pattern low). Target: ₹476.4 (pole-length projected from breakout). Do NOT enter if the breakout bar volume is below 7,190,324 shares — that is a false breakout signal.  //  [6. WEEKLY CHART ⚠] weekly trend is FLAT/DOWN (EMA20 slope -1.038%/wk). Check the weekly chart before trading — daily pattern is present but weekly context is not ideal.  //  [7. WHAT TO WATCH FOR] Wait for a CLOSING candle above ₹434.0 on volume above 7,190,324 shares. Do NOT enter intraday — only a day-end close above this level counts. Until that happens, this is a watch-only setup.  Valid until 14-Jul-2026 (12 trading day(s) remaining).  Murphy rule: triangle must break out before 3/4 of the distance to apex. Estimated apex in ~47 bars from triangle start — 3/4 mark = 36 bars. Pattern has used 24 bars, 12 trading day(s) remaining from today.  You have time, but do not get complacent. If price has not broken out by 14-Jul-2026, the pattern is invalid — remove it from your watchlist regardless of how good it looks."
ANANTRAJ.NS,Symmetrical Triangle,True,True,60.0,MEDIUM,548.15,516.9,608.03,1.92,4.9,0.0,0,10,True,True,True,True,5085665,True,Descending swing highs ✓ | Ascending swing lows ✓ | Volume contracted in triangle ✓ | Vol declining trend ✓,"[1. PRIOR TREND] This is a Symmetrical Triangle. Open your chart and confirm there was a meaningful uptrend before the pattern started forming.  //  [2. TRIANGLE] From 05-Jun-2026 to 19-Jun-2026 (11 sessions): pattern formed with swing highs at 05-Jun-2026, 16-Jun-2026 and swing lows at 11-Jun-2026, 19-Jun-2026. On the chart draw a line connecting the swing highs (should slope down) and another connecting the swing lows (should slope up). They should converge toward each other — forming a symmetric triangle. Upper boundary is the resistance, lower is support.  //  [3. VOLUME CHECK] During the consolidation (05-Jun-2026–19-Jun-2026): average volume was 2,186,176 shares/day — 66% of the pole's average (✓ contracted as Murphy requires).   //      Volume was also trending DOWN within the consolidation (slope: -226,130 shares/day). On the chart the volume bars should visibly shrink from left to right across the 05-Jun-2026–19-Jun-2026 period. This is exactly what Murphy describes.  //  [4. STATUS — IN FORMATION] As of 19-Jun-2026: price has NOT yet broken out. Breakout level to watch: ₹548.2. Price needs to close above this level on volume above 5,085,665 shares (1.5× 20-day avg) to confirm the breakout.  //  [5. TRADE PLAN] Entry: buy on a closing breakout above ₹548.2. Stop-loss: ₹516.9 (below pattern low). Target: ₹608.0 (pole-length projected from breakout). Do NOT enter if the breakout bar volume is below 5,085,665 shares — that is a false breakout signal.  //  [6. WEEKLY CHART ✓] Weekly trend is UP (EMA20 slope +0.226%/week) and weekly volume is contracting (0.49× 8-week average). The daily pattern is aligned with the bigger trend — stronger setup.  //  [7. WHAT TO WATCH FOR] Wait for a CLOSING candle above ₹548.2 on volume above 5,085,665 shares. Do NOT enter intraday — only a day-end close above this level counts. Until that happens, this is a watch-only setup.  ⚠ EXPIRING SOON — 0 trading day(s) left (by 29-Jun-2026).  Murphy rule: triangle must break out before 3/4 of the distance to apex. Estimated apex in ~14 bars from triangle start — 3/4 mark = 11 bars. Pattern has used 11 bars, 0 trading day(s) remaining from today.  Pattern validity is running out fast. If price does not close above ₹548.2 on volume above 5,085,665 shares by 29-Jun-2026, remove this stock from your watchlist immediately — the setup will have failed and a breakdown is more likely than a breakout."
